cid,bdate,gen
AW00022223,1962-10-09,Female
AW00022224,1962-08-31,Female
AW00022225,1962-08-31,Female
AW00022226,1962-04-23,Female
AW00022227,1961-11-18,Female
AW00022228,1962-03-12,Female
AW00022229,1967-08-05,Male
AW00022230,1962-03-22,Female
AW00022231,1961-10-20,Female
AW00022232,1978-02-15,Female
AW00022233,1977-10-20,Male
AW00022234,1977-08-07,Female
AW00022235,1983-09-08,Male
AW00022236,1975-09-02,Male
AW00022237,1975-10-03,Male
AW00022238,1976-05-17,Male
AW00022239,1975-07-05,Male
AW00022240,1976-03-20,Male
AW00022241,1975-12-30,Female
AW00022242,1976-06-25,Male
AW00022243,1975-09-11,Female
AW00022244,1974-11-15,Female
AW00022245,1980-05-07,Male
AW00022246,1974-09-10,Female
AW00022247,1975-04-06,Male
AW00022248,1980-10-14,Male
AW00022249,1977-02-04,Male
AW00022250,1977-01-19,Male
AW00022251,1981-12-15,Female
AW00022252,1976-01-05,Female
AW00022253,1975-08-06,Female
AW00022254,1976-05-23,Male
AW00022255,1981-12-15,Female
AW00022256,1975-12-05,Male
AW00022257,1975-08-06,Female
AW00022258,1975-10-18,Female
AW00022259,1978-10-29,Male
AW00022260,1973-02-11,Female
AW00022261,1978-03-06,Male
AW00022262,1978-06-01,Male
AW00022263,1971-11-24,Male
AW00022264,1972-05-13,Female
AW00022265,1972-05-13,Male
AW00022266,1972-06-16,Female
AW00022267,1971-08-15,Female
AW00022268,1975-03-22,Female
AW00022269,1985-08-13,Male
AW00022270,1974-10-13,Male
AW00022271,1980-02-21,Male
AW00022272,1980-03-03,Female
AW00022273,1971-03-08,Female
AW00022274,1971-03-18,Male
AW00022275,1976-02-16,Male
AW00022276,1970-12-05,Female
AW00022277,1976-07-21,Female
AW00022278,1976-12-22,Female
AW00022279,1971-05-09,Female
AW00022280,1976-07-14,Male
AW00022281,1971-03-11,Female
AW00022282,1975-01-23,Male
AW00022283,1970-01-02,Male
AW00022284,1975-06-24,Female
AW00022285,1970-05-22,Female
AW00022286,1975-08-09,Male
AW00022287,1975-08-15,Female
AW00022288,1970-05-26,Female
AW00022289,1980-11-07,Male
AW00022290,1980-03-16,Female
AW00022291,1974-02-22,Male
AW00022292,1968-09-05,Female
AW00022293,1968-12-17,Female
AW00022294,1974-04-09,Female
AW00022295,1973-09-13,Female
AW00022296,1984-09-16,Male
AW00022297,1974-02-16,Female
AW00022298,1979-04-17,Male
AW00022299,1974-12-23,Male
AW00022300,1974-03-14,Female
AW00022301,1974-09-09,Female
AW00022302,1979-07-14,Male
AW00022303,1977-08-20,Male
AW00022304,1977-12-25,Female
AW00022305,1978-05-21,Female
AW00022306,1978-10-09,Male
AW00022307,1984-03-12,Female
AW00022308,1979-02-19,Female
AW00022309,1978-12-30,Female
AW00022310,1983-03-10,Female
AW00022311,1978-01-01,Male
AW00022312,1983-08-06,Female
AW00022313,1977-12-04,Male
AW00022314,1977-05-14,Female
AW00022315,1982-02-24,Male
AW00022316,1976-09-17,Female
AW00022317,1982-05-05,Female
AW00022318,1976-09-04,Male
AW00022319,1977-05-06,Male
AW00022320,1977-04-26,Male
AW00022321,1975-07-26,Male
AW00022322,1977-05-14,Male
AW00022323,1977-06-10,Female
AW00022324,1977-02-05,Female
AW00022325,1981-06-16,Male
AW00022326,1980-08-22,Female
AW00022327,1985-11-16,Male
AW00022328,1979-12-30,Female
AW00022329,1979-07-02,Female
AW00022330,1979-10-01,Male
AW00022331,1935-03-20,Female
AW00022332,1937-01-09,Female
AW00022333,1937-02-09,Female
AW00022334,1977-05-20,Male
AW00022335,1977-11-20,Male
AW00022336,1977-10-31,Male
AW00022337,1958-10-01,Female
AW00022338,1964-03-22,Male
AW00022339,1959-05-02,Male
AW00022340,1959-04-01,Male
AW00022341,1959-05-16,Male
AW00022342,1965-09-30,Male
AW00022343,1960-01-04,Female
AW00022344,1960-06-22,Female
AW00022345,1961-01-14,Female
AW00022346,1971-09-30,Female
AW00022347,1967-02-13,Female
AW00022348,1961-12-29,Female
AW00022349,1967-10-18,Male
AW00022350,1961-12-04,Female
AW00022351,1962-03-12,Female
AW00022352,1963-06-04,Female
AW00022353,1962-09-04,Female
AW00022354,1962-08-31,Female
AW00022355,1979-04-20,Male
AW00022356,1962-08-26,Male
AW00022357,1979-01-13,Male
AW00022358,1963-02-05,Female
AW00022359,1969-10-22,Male
AW00022360,1963-07-13,Male
AW00022361,1964-04-19,Male
AW00022362,1964-05-12,Male
AW00022363,1969-04-17,Female
AW00022364,1964-03-19,Female
AW00022365,1963-08-30,Male
AW00022366,1964-01-13,Male
AW00022367,1964-04-11,Female
AW00022368,1975-09-19,Male
AW00022369,1964-11-01,Male
AW00022370,1964-11-07,Female
AW00022371,1978-04-13,Male
AW00022372,1978-02-22,Female
AW00022373,1979-03-24,Female
AW00022374,1978-09-01,Male
AW00022375,1979-03-26,Female
AW00022376,1977-09-15,Male
AW00022377,1978-03-08,Male
AW00022378,1967-08-14,Female
AW00022379,1973-07-13,Male
AW00022380,1968-02-20,Male
AW00022381,1967-09-20,Male
AW00022382,1968-05-25,Female
AW00022383,1973-02-17,Male
AW00022384,1967-03-27,Female
AW00022385,1967-06-14,Female
AW00022386,1940-09-11,Male
AW00022387,1942-05-19,Female
AW00022388,1941-11-13,Male
AW00022389,1963-03-15,Male
AW00022390,1962-08-02,Male
AW00022391,1959-12-03,Female
AW00022392,1965-05-10,Female
AW00022393,1965-03-12,Female
AW00022394,1942-12-04,Female
AW00022395,1943-11-22,Male
AW00022396,1952-08-24,Female
AW00022397,1948-02-02,Female
AW00022398,1947-09-09,Female
AW00022399,1985-07-05,Male
AW00022400,1985-11-16,Male
AW00022401,1985-07-07,Male
AW00022402,1986-03-10,Male
AW00022403,1984-08-20,Male
AW00022404,1986-05-06,Female
AW00022405,1984-03-20,Male
AW00022406,1983-05-12,Male
AW00022407,1985-04-17,Female
AW00022408,1985-03-05,Male
AW00022409,1985-02-11,Female
AW00022410,1984-02-13,Female
AW00022411,1984-05-04,Female
AW00022412,1983-04-03,Male
AW00022413,1949-06-25,Female
AW00022414,1960-02-01,Male
AW00022415,1948-07-15,Female
AW00022416,1949-04-01,Female
AW00022417,1972-11-06,Male
AW00022418,1967-02-23,Male
AW00022419,1964-10-30,Male
AW00022420,1965-04-26,Male
AW00022421,1965-04-09,Female
AW00022422,1970-12-01,Female
AW00022423,1974-08-11,Male
AW00022424,1969-04-17,Male
AW00022425,1964-04-05,Male
AW00022426,1971-08-08,Female
AW00022427,1965-10-13,Male
AW00022428,1966-03-26,Female
AW00022429,1971-11-11,Male
AW00022430,1965-09-02,Male
AW00022431,1981-06-04,Female
AW00022432,1976-02-08,Female
AW00022433,1976-02-12,Male
AW00022434,1976-02-29,Male
AW00022435,1980-06-18,Male
AW00022436,1976-03-22,Male
AW00022437,1975-07-27,Female
AW00022438,1974-12-08,Male
AW00022439,1974-07-02,Female
AW00022440,1974-11-17,Female
AW00022441,1985-08-16,Female
AW00022442,1974-12-12,Female
AW00022443,1975-01-31,Male
AW00022444,1974-08-27,Male
AW00022445,1980-03-30,Female
AW00022446,1975-04-19,Male
AW00022447,1985-10-07,Female
AW00022448,1980-10-06,Female
AW00022449,1980-04-12,Female
AW00022450,1980-02-21,Female
AW00022451,1974-12-18,Female
AW00022452,1975-04-19,Female
AW00022453,1927-08-04,Male
AW00022454,1963-05-07,Female
AW00022455,1957-09-06,Male
AW00022456,1962-08-07,Female
AW00022457,1973-11-15,Female
AW00022458,1973-12-11,Female
AW00022459,1973-10-31,Male
AW00022460,1974-02-14,Male
AW00022461,1979-10-01,Male
AW00022462,1973-07-04,Female
AW00022463,1974-02-25,Male
AW00022464,1974-04-10,Male
AW00022465,1974-04-09,Male
AW00022466,1973-03-12,Male
AW00022467,1972-08-19,Male
AW00022468,1973-03-17,Male
AW00022469,1973-04-30,Female
AW00022470,1973-05-04,Female
AW00022471,1973-03-04,Male
AW00022472,1973-04-04,Female
AW00022473,1972-11-10,Male
AW00022474,1977-11-29,Female
AW00022475,1977-12-06,Female
AW00022476,1977-11-21,Male
AW00022477,1971-12-11,Male
AW00022478,1971-12-06,Female
AW00022479,1972-02-15,Female
AW00022480,1971-11-09,Female
AW00022481,1977-05-22,Male
AW00022482,1982-03-12,Female
AW00022483,1982-04-20,Male
AW00022484,1971-03-27,Female
AW00022485,1971-02-15,Male
AW00022486,1970-10-07,Male
AW00022487,1976-04-15,Male
AW00022488,1970-10-19,Male
AW00022489,1970-12-08,Male
AW00022490,1969-10-24,Female
AW00022491,1981-03-16,Male
AW00022492,1970-01-21,Male
AW00022493,1969-07-20,Male
AW00022494,1969-08-05,Male
AW00022495,1969-10-02,Male
AW00022496,1969-08-31,Female
AW00022497,1968-11-08,Male
AW00022498,1969-04-26,Male
AW00022499,1939-01-03,Female
AW00022500,1977-08-09,Male
AW00022501,1971-09-15,Male
AW00022502,1972-06-16,Female
AW00022503,1977-07-02,Female
AW00022504,1972-03-14,Male
AW00022505,1979-04-20,Female
AW00022506,1970-09-30,Female
AW00022507,1976-07-09,Male
AW00022508,1971-05-04,Male
AW00022509,1976-09-30,Female
AW00022510,1970-08-11,Female
AW00022511,1970-01-15,Female
AW00022512,1969-11-12,Female
AW00022513,1968-10-12,Male
AW00022514,1983-03-03,Male
AW00022515,1984-12-06,Female
AW00022516,1984-11-08,Female
AW00022517,1985-02-12,Male
AW00022518,1984-10-16,Female
AW00022519,1969-05-10,Male
AW00022520,1969-01-06,Male
AW00022521,1973-09-14,Female
AW00022522,1978-10-07,Male
AW00022523,1973-07-13,Male
AW00022524,1967-12-24,Female
AW00022525,1984-02-03,Male
AW00022526,1984-05-25,Male
AW00022527,1982-12-13,Female
AW00022528,1981-08-07,Female
AW00022529,1980-09-29,Male
AW00022530,1980-09-24,Female
AW00022531,1982-05-20,Female
AW00022532,1982-02-07,Male
AW00022533,1979-08-03,Male
AW00022534,1980-08-12,Female
AW00022535,1986-02-10,Female
AW00022536,1980-11-18,Female
AW00022537,1979-12-20,Male
AW00022538,1978-07-10,Female
AW00022539,1984-03-07,Male
AW00022540,1979-02-19,Female
AW00022541,1979-06-25,Female
AW00022542,1985-10-04,Female
AW00022543,1979-02-19,Male
AW00022544,1978-04-02,Female
AW00022545,1983-06-16,Female
AW00022546,1982-10-21,Male
AW00022547,1977-04-01,Male
AW00022548,1977-03-31,Female
AW00022549,1977-01-15,Female
AW00022550,1972-03-06,Male
AW00022551,1967-12-24,Male
AW00022552,1968-03-08,Female
AW00022553,1940-12-05,Female
AW00022554,1974-11-13,Male
AW00022555,1964-03-05,Male
AW00022556,1963-10-07,Male
AW00022557,1962-08-14,Male
AW00022558,1968-04-06,Male
AW00022559,1968-11-08,Female
AW00022560,1968-07-12,Female
AW00022561,1962-08-28,Female
AW00022562,1961-10-05,Female
AW00022563,1961-12-20,Male
AW00022564,1967-09-20,Female
AW00022565,1961-08-11,Female
AW00022566,1960-07-03,Male
AW00022567,1942-07-27,Male
AW00022568,1942-11-19,Female
AW00022569,1943-06-01,Male
AW00022570,1945-01-04,Male
AW00022571,1985-08-09,Male
AW00022572,1986-05-03,Female
AW00022573,1985-09-23,Male
AW00022574,1984-09-17,Male
AW00022575,1986-02-16,Male
AW00022576,1986-06-23,Male
AW00022577,1985-11-30,Male
AW00022578,1983-04-11,Male
AW00022579,1981-10-15,Female
AW00022580,1984-10-04,Female
AW00022581,1985-02-16,Female
AW00022582,1985-05-16,Female
AW00022583,1983-02-09,Male
AW00022584,1966-10-03,Female
AW00022585,1967-01-17,Male
AW00022586,1972-01-04,Male
AW00022587,1971-06-22,Female
AW00022588,1966-04-16,Female
AW00022589,1965-09-29,Female
AW00022590,1965-04-02,Male
AW00022591,1969-04-06,Male
AW00022592,1965-08-01,Female
AW00022593,1966-03-16,Male
AW00022594,1966-05-22,Female
AW00022595,1971-09-18,Male
AW00022596,1970-05-08,Male
AW00022597,1970-09-21,Female
AW00022598,1964-09-30,Male
AW00022599,1965-03-12,Male
AW00022600,1980-08-05,Male
AW00022601,1964-01-21,Female
AW00022602,1981-11-01,Female
AW00022603,1981-08-31,Female
AW00022604,1976-03-07,Male
AW00022605,1975-09-02,Male
AW00022606,1981-03-13,Male
AW00022607,1975-09-01,Female
AW00022608,1974-11-03,Male
AW00022609,1976-01-17,Male
AW00022610,1976-04-15,Male
AW00022611,1975-11-10,Male
AW00022612,1974-12-12,Male
AW00022613,1974-12-18,Male
AW00022614,1980-11-07,Male
AW00022615,1974-10-15,Female
AW00022616,1975-02-15,Male
AW00022617,1986-02-13,Male
AW00022618,1975-01-29,Female
AW00022619,1974-08-11,Female
AW00022620,1974-09-10,Female
AW00022621,1980-12-05,Male
AW00022622,1957-11-10,Male
AW00022623,1957-08-29,Male
AW00022624,1957-04-16,Female
AW00022625,1974-01-21,Female
AW00022626,1973-09-22,Male
AW00022627,1979-05-14,Female
AW00022628,1973-12-23,Male
AW00022629,1929-01-30,Male
AW00022630,1979-10-05,Male
AW00022631,1974-03-15,Male
AW00022632,1973-10-10,Female
AW00022633,1974-04-04,Female
AW00022634,1973-11-24,Female
AW00022635,1973-07-13,Female
AW00022636,1979-05-11,Female
AW00022637,1979-12-13,Female
AW00022638,1978-10-15,Female
AW00022639,1983-10-04,Female
AW00022640,1972-12-14,Male
AW00022641,1983-09-17,Female
AW00022642,1983-10-18,Male
AW00022643,1973-05-12,Female
AW00022644,1978-03-12,Male
AW00022645,1972-08-07,Female
AW00022646,1972-01-22,Female
AW00022647,1973-05-26,Female
AW00022648,1973-04-01,Female
AW00022649,1977-08-16,Male
AW00022650,1971-10-18,Female
AW00022651,1972-05-14,Male
AW00022652,1971-06-01,Male
AW00022653,1970-12-15,Female
AW00022654,1971-03-22,Male
AW00022655,1976-04-12,Male
AW00022656,1969-10-23,Male
AW00022657,1975-02-15,Male
AW00022658,1970-05-17,Male
AW00022659,1975-02-19,Female
AW00022660,1975-07-13,Female
AW00022661,1981-01-30,Female
AW00022662,1969-08-14,Male
AW00022663,1971-08-18,Male
AW00022664,1971-12-20,Female
AW00022665,1972-06-11,Male
AW00022666,1972-05-15,Female
AW00022667,1982-10-08,Male
AW00022668,1977-05-24,Female
AW00022669,1977-08-16,Female
AW00022670,1972-01-29,Female
AW00022671,1968-10-05,Male
AW00022672,1969-01-04,Female
AW00022673,1969-05-11,Male
AW00022674,1968-12-20,Male
AW00022675,1982-01-16,Female
AW00022676,1976-04-11,Female
AW00022677,1971-04-11,Male
AW00022678,1980-09-13,Female
AW00022679,1969-10-31,Male
AW00022680,1969-10-10,Male
AW00022681,1969-05-19,Male
AW00022682,1969-05-25,Male
AW00022683,1969-03-02,Male
AW00022684,1968-11-12,Female
AW00022685,1984-11-01,Female
AW00022686,1984-09-08,Male
AW00022687,1969-05-10,Male
AW00022688,1968-03-18,Male
AW00022689,1967-10-13,Male
AW00022690,1978-10-07,Male
AW00022691,1967-12-18,Male
AW00022692,1968-06-09,Female
AW00022693,1967-12-14,Male
AW00022694,1983-07-06,Female
AW00022695,1984-02-14,Male
AW00022696,1983-01-05,Female
AW00022697,1982-12-03,Male
AW00022698,1980-07-08,Male
AW00022699,1981-02-21,Male
AW00022700,1986-06-03,Female
AW00022701,1980-10-03,Female
AW00022702,1980-08-05,Female
AW00022703,1982-01-05,Male
AW00022704,1981-08-11,Female
AW00022705,1981-09-22,Female
AW00022706,1981-10-24,Female
AW00022707,1981-07-18,Female
AW00022708,1979-11-29,Female
AW00022709,1985-03-14,Female
AW00022710,1980-04-08,Female
AW00022711,1978-10-07,Male
AW00022712,1979-08-06,Female
AW00022713,1972-08-29,Male
AW00022714,1970-10-06,Female
AW00022715,1971-05-18,Male
AW00022716,1981-12-30,Male
AW00022717,1976-05-06,Female
AW00022718,1970-12-09,Male
AW00022719,1971-04-11,Male
AW00022720,1982-04-23,Male
AW00022721,1968-01-21,Female
AW00022722,1968-01-16,Female
AW00022723,1948-06-03,Male
AW00022724,1958-08-22,Male
AW00022725,1949-01-19,Male
AW00022726,1954-11-11,Female
AW00022727,1954-10-19,Female
AW00022728,1948-09-21,Female
AW00022729,1948-11-03,Male
AW00022730,1948-08-13,Male
AW00022731,1949-02-07,Male
AW00022732,1949-02-11,Male
AW00022733,1948-08-18,Female
AW00022734,1950-02-06,Female
AW00022735,1949-12-23,Female
AW00022736,1950-01-08,Female
AW00022737,1949-11-05,Female
AW00022738,1955-07-07,Female
AW00022739,1949-10-08,Female
AW00022740,1950-12-10,Female
AW00022741,1951-06-20,Male
AW00022742,1950-12-05,Male
AW00022743,1956-09-04,Female
AW00022744,1951-03-12,Male
AW00022745,1950-08-16,Female
AW00022746,1951-03-06,Female
AW00022747,1950-09-07,Female
AW00022748,1952-03-12,Male
AW00022749,1952-01-07,Female
AW00022750,1951-12-02,Male
AW00022751,1952-01-15,Male
AW00022752,1951-10-09,Male
AW00022753,1953-02-18,Female
AW00022754,1952-08-24,Male
AW00022755,1952-11-07,Male
AW00022756,1953-05-06,Male
AW00022757,1952-10-31,Female
AW00022758,1959-05-17,Female
AW00022759,1954-05-21,Female
AW00022760,1954-04-03,Male
AW00022761,1954-03-09,Male
AW00022762,1953-10-11,Female
AW00022763,1954-02-07,Female
AW00022764,1953-12-02,Male
AW00022765,1955-03-21,Male
AW00022766,1955-05-05,Female
AW00022767,1954-11-18,Male
AW00022768,1955-01-19,Male
AW00022769,1955-04-21,Male
AW00022770,1955-05-25,Female
AW00022771,1956-05-26,Male
AW00022772,1956-06-11,Female
AW00022773,1961-04-19,Female
AW00022774,1956-04-17,Male
AW00022775,1956-02-17,Female
AW00022776,1955-11-03,Female
AW00022777,1956-10-09,Male
AW00022778,1957-05-12,Female
AW00022779,1957-06-10,Male
AW00022780,1956-11-13,Female
AW00022781,1956-12-19,Male
AW00022782,1956-09-30,Male
AW00022783,1958-04-03,Male
AW00022784,1963-06-14,Male
AW00022785,1957-07-12,Male
AW00022786,1958-01-13,Male
AW00022787,1957-09-08,Female
AW00022788,1958-06-13,Male
AW00022789,1958-01-08,Male
AW00022790,1957-08-04,Male
AW00022791,1957-09-07,Female
AW00022792,1969-08-01,Male
AW00022793,1958-12-16,Male
AW00022794,1980-04-30,Female
AW00022795,1973-08-14,Female
AW00022796,1962-11-14,Male
AW00022797,1962-08-26,Male
AW00022798,1963-02-05,Female
AW00022799,1961-10-02,Female
AW00022800,1960-12-10,Male
AW00022801,1961-05-09,Female
AW00022802,1966-03-20,Female
AW00022803,1960-08-04,Male
AW00022804,1960-05-15,Female
AW00022805,1950-04-24,Female
AW00022806,1949-10-24,Female
AW00022807,1949-10-07,Female
AW00022808,1949-10-18,Female
AW00022809,1950-12-13,Male
AW00022810,1950-10-05,Male
AW00022811,1950-12-14,Male
AW00022812,1951-03-24,Female
AW00022813,1951-03-12,Male
AW00022814,1951-08-10,Male
AW00022815,1952-02-07,Female
AW00022816,1951-12-05,Female
AW00022817,1951-09-15,Male
AW00022818,1951-09-29,Female
AW00022819,1958-11-17,Female
AW00022820,1960-05-12,Male
AW00022821,1959-11-29,Female
AW00022822,1959-08-22,Male
AW00022823,1959-01-09,Female
AW00022824,1963-11-18,Female
AW00022825,1957-11-09,Female
AW00022826,1958-04-18,Male
AW00022827,1957-06-16,Male
AW00022828,1955-07-02,Male
AW00022829,1955-02-24,Female
AW00022830,1955-05-05,Male
AW00022831,1954-06-05,Male
AW00022832,1953-12-07,Male
AW00022833,1959-03-19,Male
AW00022834,1952-10-15,Male
AW00022835,1953-05-12,Male
AW00022836,1952-10-01,Female
AW00022837,1958-02-06,Male
AW00022838,1953-01-29,Male
AW00022839,1986-05-15,Female
AW00022840,1981-10-08,Male
AW00022841,1982-02-16,Male
AW00022842,1981-10-18,Female
AW00022843,1982-04-06,Female
AW00022844,1982-02-15,Female
AW00022845,1981-09-10,Male
AW00022846,1980-11-14,Male
AW00022847,1985-11-16,Female
AW00022848,1980-04-07,Male
AW00022849,1978-11-14,Male
AW00022850,1979-08-05,Male
AW00022851,1979-01-13,Female
AW00022852,1978-02-19,Male
AW00022853,1983-05-02,Female
AW00022854,1984-08-16,Female
AW00022855,1978-08-12,Female
AW00022856,1977-04-12,Male
AW00022857,1977-07-14,Male
AW00022858,1978-02-13,Female
AW00022859,1977-01-20,Female
AW00022860,1975-11-24,Male
AW00022861,1970-01-14,Male
AW00022862,1980-07-18,Male
AW00022863,1961-11-08,Male
AW00022864,1973-06-20,Male
AW00022865,1945-01-30,Female
AW00022866,1979-12-12,Male
AW00022867,1986-06-05,Male
AW00022868,1985-08-22,Male
AW00022869,1986-04-12,Male
AW00022870,1984-05-14,Female
AW00022871,1979-04-02,Male
AW00022872,1967-12-24,Female
AW00022873,1967-07-26,Male
AW00022874,1967-04-09,Male
AW00022875,1966-09-13,Male
AW00022876,1972-11-12,Female
AW00022877,1972-11-06,Male
AW00022878,1967-01-08,Female
AW00022879,1972-11-16,Female
AW00022880,1965-12-29,Female
AW00022881,1971-10-16,Male
AW00022882,1972-09-01,Male
AW00022883,1972-11-10,Male
AW00022884,1978-11-19,Female
AW00022885,1972-08-27,Male
AW00022886,1973-03-07,Female
AW00022887,1965-09-01,Male
AW00022888,1965-09-01,Female
AW00022889,1970-05-22,Female
AW00022890,1970-09-21,Female
AW00022891,1964-07-31,Female
AW00022892,1964-10-14,Male
AW00022893,1965-01-13,Female
AW00022894,1964-10-29,Female
AW00022895,1965-05-19,Male
AW00022896,1963-09-16,Male
AW00022897,1969-05-23,Female
AW00022898,1963-08-30,Female
AW00022899,1963-11-18,Male
AW00022900,1964-06-04,Male
AW00022901,1969-10-22,Female
AW00022902,1963-11-22,Male
AW00022903,1963-12-09,Female
AW00022904,1975-01-12,Male
AW00022905,1975-01-15,Male
AW00022906,1980-10-21,Female
AW00022907,1973-08-21,Male
AW00022908,1975-09-19,Male
AW00022909,1974-05-25,Male
AW00022910,1973-10-15,Female
AW00022911,1979-10-01,Male
AW00022912,1980-12-03,Female
AW00022913,1975-06-24,Female
AW00022914,1972-08-08,Female
AW00022915,1972-08-07,Female
AW00022916,1978-05-17,Female
AW00022917,1971-10-09,Male
AW00022918,1971-09-17,Male
AW00022919,1972-03-11,Male
AW00022920,1970-08-25,Male
AW00022921,1973-08-17,Female
AW00022922,1974-01-06,Female
AW00022923,1975-01-22,Male
AW00022924,1969-07-31,Female
AW00022925,1975-05-14,Female
AW00022926,1968-08-07,Male
AW00022927,1968-08-02,Male
AW00022928,1968-10-08,Female
AW00022929,1973-04-26,Female
AW00022930,1978-11-18,Male
AW00022931,1933-08-30,Male
AW00022932,1973-05-07,Male
AW00022933,1968-03-13,Female
AW00022934,1968-05-15,Female
AW00022935,1972-05-19,Female
AW00022936,1967-01-29,Female
AW00022937,1972-06-10,Male
AW00022938,1967-01-29,Male
AW00022939,1966-12-10,Female
AW00022940,1972-05-16,Female
AW00022941,1977-12-11,Female
AW00022942,1965-12-24,Female
AW00022943,1966-04-06,Male
AW00022944,1964-10-09,Female
AW00022945,1976-05-13,Female
AW00022946,1964-11-14,Male
AW00022947,1939-04-09,Female
AW00022948,1970-01-01,Male
AW00022949,1939-09-17,Male
AW00022950,1969-05-11,Female
AW00022951,1969-01-01,Female
AW00022952,1968-11-05,Male
AW00022953,1969-05-14,Female
AW00022954,1968-08-31,Male
AW00022955,1973-06-20,Female
AW00022956,1968-02-21,Male
AW00022957,1973-04-08,Female
AW00022958,1966-08-01,Female
AW00022959,1972-03-01,Female
AW00022960,1972-08-06,Male
AW00022961,1972-07-03,Female
AW00022962,1963-01-03,Male
AW00022963,1974-06-17,Male
AW00022964,1946-04-27,Male
AW00022965,1941-12-30,Female
AW00022966,1967-11-29,Female
AW00022967,1982-05-23,Female
AW00022968,1980-10-13,Male
AW00022969,1981-03-26,Female
AW00022970,1982-04-05,Female
AW00022971,1986-05-06,Female
AW00022972,1985-08-23,Female
AW00022973,1952-03-23,Male
AW00022974,1942-11-14,Female
AW00022975,1984-03-11,Female
AW00022976,1983-10-07,Male
AW00022977,1983-10-19,Male
AW00022978,1944-04-24,Male
AW00022979,1983-01-19,Male
AW00022980,1982-08-23,Male
AW00022981,1982-11-23,Female
AW00022982,1982-04-03,Female
AW00022983,1984-12-12,Female
AW00022984,1985-04-09,Male
AW00022985,1985-03-05,Female
AW00022986,1946-01-24,Female
AW00022987,1951-10-16,Male
AW00022988,1945-09-17,Female
AW00022989,1982-01-05,Female
AW00022990,1982-06-02,Female
AW00022991,1980-01-22,Female
AW00022992,1979-05-21,Male
AW00022993,1977-08-19,Male
AW00022994,1977-11-24,Female
AW00022995,1977-11-29,Female
AW00022996,1978-06-02,Male
AW00022997,1974-03-22,Male
AW00022998,1979-11-23,Female
AW00022999,1974-04-05,Male
AW00023000,1972-12-09,Female
AW00023001,1972-07-23,Male
AW00023002,1973-08-31,Male
AW00023003,1973-11-24,Female
AW00023004,1979-08-06,Male
AW00023005,1985-05-20,Male
AW00023006,1984-09-22,Male
AW00023007,1985-05-03,Male
AW00023008,1950-06-06,Female
AW00023009,1983-09-13,Male
AW00023010,1983-09-13,Male
AW00023011,1983-09-29,Male
